代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,折溢 價％,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖,平均 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),季度,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
6228,全譜,,,,49.95,-5.55,-10,,,,,,,,,,,,,,,,0,-0.04,0.01,0,-0.01,-0.01,0.02,0,0,0,0,0,-0.02,2019Q4,,,,,,,,,,,,
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
6236,中湛,,,,28.9,0,0,,,,,,,,,,,,,,,,0.01,0.01,0.04,0.01,-0.05,0.01,-0.12,0.07,0,0.01,0.03,0.02,0.13,2019Q4,,,,,,,,,,,,
6237,驊訊,,,,33.75,-0.65,-1.89,,,,,,,,,,,,,,,,0.34,-0.03,2.47,0.1,0,0.13,0.26,0.15,0.18,0.2,0.23,0.2,0.18,2019Q4,,,,,,,,,,,,
6241,易通展,,,,12.25,-0.05,-0.41,,,,,,,,,,,,,,,,0,-0.07,0.01,0,-0.01,-0.04,0.08,0,0,0.04,0.02,-0.03,-0.03,2019Q4,,,,,,,,,,,,
6246,臺龍,,,,12.8,0,0,,,,,,,,,,,,,,,,-0.02,-0.01,0,-0.02,-0.04,-0.07,0.03,-0.03,0.02,-0.06,0,0.01,-0.11,2019Q4,,,,,,,,,,,,
6276,安鈦克,,,,37.35,-1.15,-2.99,,,,,,,,,,,,,,,,-0.01,-0.13,0.02,0.02,-0.08,-0.02,0.09,0,0,0.01,0.02,-0.01,0,2019Q4,,,,,,,,,,,,
6287,元隆,,,,8.9,-0.1,-1.11,,,,,,,,,,,,,,,,-0.06,-0.22,0.07,-0.16,-0.02,0.14,-0.13,0.01,-0.03,-0.05,-0.06,-0.11,-0.12,2019Q4,,,,,,,,,,,,
6441,廣錠,,,,23.7,-0.2,-0.84,,,,,,,,,,,,,,,,0.02,-0.16,0.1,0.06,-0.01,0.02,0.14,0.03,0.05,0.03,0.07,0,-0.06,2019Q4,,,,,,,,,,,,
6461,益得,,,,18.1,-0.8,-4.23,,,,,,,,,,,,,,,,0,0.01,0.03,0.02,0.01,0.02,0.02,0.02,0.02,-0.01,-0.02,-0.04,-0.05,2019Q4,,,,,,,,,,,,
6462,神盾,,,,98.7,+1.5,+1.54,,,,,,,,,,,,,,,,0.03,-0.38,0.08,0.01,-0.11,-0.31,0.97,0.07,0.49,0.13,0.36,0.09,-1.07,2019Q4,,,,,,,,,,,,
6465,威潤,,,,14.05,-0.05,-0.35,,,,,,,,,,,,,,,,0.07,0.05,0.13,0.17,-0.08,0.18,0.02,-0.07,0.17,0.16,-0.01,0.13,-0.07,2019Q4,,,,,,,,,,,,
6485,點序,,,,50.9,-1.1,-2.12,,,,,,,,,,,,,,,,-0.01,-0.03,0.05,0.03,-0.04,0.01,0.06,-0.01,-0.04,0.01,0,-0.02,-0.15,2019Q4,,,,,,,,,,,,
6492,生華科,,,,32.85,+0.1,+0.31,,,,,,,,,,,,,,,,0.01,-0.03,0.05,0.02,0.01,0,0.04,0.02,0.02,0.02,0.01,0.02,0,2019Q4,,,,,,,,,,,,
6496,科懋,,,,26.45,+0.25,+0.95,,,,,,,,,,,,,,,,0.02,0.03,0,0.05,0.02,0.03,-0.02,0.02,0,0,0.02,0.01,0.02,2019Q4,,,,,,,,,,,,
6499,益安,,,,47.3,+1.1,+2.38,,,,,,,,,,,,,,,,0.04,-0.01,0.02,0.01,0.02,-0.01,0.28,0.05,0.07,0.06,0.07,0.02,-0.11,2019Q4,,,,,,,,,,,,
6512,啟發電,,,,20.35,-0.35,-1.69,,,,,,,,,,,,,,,,0.01,-0.07,0.02,0,-0.03,-0.07,0.13,0.01,0.03,0.01,0.05,0.01,-0.01,2019Q4,,,,,,,,,,,,
6535,順藥,,,,157.5,-0.5,-0.32,,,,,,,,,,,,,,,,0,-0.04,-0.12,-0.02,0,0.12,0.08,0,0.68,0.06,0.81,-0.19,-1.45,2019Q4,,,,,,,,,,,,
6547,高端疫苗,,,,51,+2.75,+5.7,,,,,,,,,,,,,,,,-0.02,-0.01,0,-0.02,0,-0.04,-0.02,-0.02,-0.02,-0.02,-0.04,-0.04,-0.04,2019Q4,,,,,,,,,,,,
6560,欣普羅,,,,31.35,-2.25,-6.7,,,,,,,,,,,,,,,,0,-0.14,0.01,-0.01,-0.05,-0.05,0.15,0.01,0.03,0.02,0.03,0.02,-0.05,2019Q4,,,,,,,,,,,,
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
6576,逸達,,,,64.5,+0.4,+0.62,,,,,,,,,,,,,,,,0,-0.01,0,0.01,0.02,0.01,-0.03,0,0,-0.02,0,0.02,0.01,2019Q4,,,,,,,,,,,,
6588,東典光電,,,,27.5,-0.15,-0.54,,,,,,,,,,,,,,,,-0.02,,,0,-0.14,,0.03,0,0.01,-0.01,0.02,-0.03,-0.06,2019Q4,,,,,,,,,,,,
6589,台康生技,,,,63.2,+1.1,+1.77,,,,,,,,,,,,,,,,0,,-0.03,0.02,0.02,0,0.03,0.01,0.05,0.02,0,-0.08,-0.08,2019Q4,,,,,,,,,,,,
6616,特昇-KY,,,,10.05,+0.05,+0.5,,,,,,,,,,,,,,,,-0.01,-0.02,-0.01,0,-0.01,-0.04,0.02,0.02,-0.01,-0.03,-0.01,0.06,-0.06,2019Q4,,,,,,,,,,,,
6617,共信-KY,,,,82.6,+4.8,+6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6649,台生材,,,,37,+0.5,+1.37,,,,,,,,,,,,,,,,0.01,,0.01,0,0.02,0.02,0.04,0.02,0,0,0,0.01,0,2019Q4,,,,,,,,,,,,
6654,天正國際,,,,68,-0.4,-0.58,,,,,,,,,,,,,,,,0,-0.08,0.04,0.06,0.02,0.05,0.01,-0.12,0.04,0.13,-0.01,-0.08,-0.05,2019Q4,,,,,,,,,,,,
6684,安格,,,,41.75,+0.1,+0.24,,,,,,,,,,,,,,,,0.02,,,,,,,,,,0.03,,0.01,2019Q4,,,,,,,,,,,,
6708,天擎,,,,40.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6733,博晟生醫,,,,26.6,+0.05,+0.19,,,,,,,,,,,,,,,,0.01,,,,,,,,-0.01,,0.02,0.04,-0.02,2019Q4,,,,,,,,,,,,
6767,台微醫,,,,29.5,0,0,,,,,,,,,,,,,,,,0.16,,,,,,,,0.15,,0.44,-0.05,0.09,2019Q4,,,,,,,,,,,,
6804,明係,,,,22.55,+0.05,+0.22,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,-0.05,2019Q4,,,,,,,,,,,,
6823,濾能,,,,41.05,-0.85,-2.03,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,-0.01,2019Q4,,,,,,,,,,,,
6872,浩宇生醫,,,,24.8,+0.2,+0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6875,國邑*,,,,47.5,+0.7,+1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6929,佑全,,,,32.8,-0.2,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
8024,佑華,,,,13.85,+1.25,+9.92,,,,,,,,,,,,,,,,0.01,-0.08,0.02,0,-0.02,-0.05,0.15,0.03,0.02,0.02,0.03,0.01,-0.07,2019Q4,,,,,,,,,,,,
8027,鈦昇,,,,77.1,0,0,,,,,,,,,,,,,,,,0,-0.11,0.02,0,-0.15,-0.13,0.23,0,0.01,0.05,0.23,-0.03,-0.15,2019Q4,,,,,,,,,,,,
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
8038,長園科,,,,20.5,+0.55,+2.76,,,,,,,,,,,,,,,,-0.11,-0.35,-0.05,-0.09,-0.1,0.01,-0.25,-0.11,-0.32,0.02,0.01,0,-0.03,2019Q4,,,,,,,,,,,,
8040,九暘,,,,51.5,-1.7,-3.2,,,,,,,,,,,,,,,,0.13,-0.03,0.12,0.16,0.21,0.16,-0.14,-0.08,-0.15,0.53,0.2,0.81,-0.28,2019Q4,,,,,,,,,,,,
8044,網家,,,,35.75,+0.3,+0.85,,,,,,,,,,,,,,,,-0.03,-0.04,0.11,-0.01,-0.18,-0.26,0.54,-0.05,0.04,-0.17,-0.1,-0.08,-0.1,2019Q4,,,,,,,,,,,,
8047,星雲,,,,13.05,-0.25,-1.88,,,,,,,,,,,,,,,,0.01,0.02,0.05,0.05,0.03,0.07,-0.07,-0.04,0.01,0.04,-0.02,-0.03,0.04,2019Q4,,,,,,,,,,,,
8054,安國,,,,73.5,-0.1,-0.14,,,,,,,,,,,,,,,,0.18,-0.19,1.08,0.14,0.03,0.16,0.53,0.18,0.03,-0.08,0.28,0.03,0.03,2019Q4,,,,,,,,,,,,
8059,凱碩,,,,22.15,-0.2,-0.89,,,,,,,,,,,,,,,,0.03,0.09,0.03,0.13,0.13,0.03,-0.03,0,0.05,-0.01,0,0.01,-0.03,2019Q4,,,,,,,,,,,,
8067,志旭,,,,14.05,+0.05,+0.36,,,,,,,,,,,,,,,,0.02,0.05,0.05,0.02,0.07,0.01,0,0.01,0.01,0,0.01,0,-0.02,2019Q4,,,,,,,,,,,,
8071,能率網通,,,,17.8,-0.1,-0.56,,,,,,,,,,,,,,,,-0.01,-0.04,0.15,0.12,-0.09,-0.13,0.19,-0.05,-0.11,0.06,0.09,0.1,-0.36,2019Q4,,,,,,,,,,,,
8080,泰霖,,,,28.8,+0.05,+0.17,,,,,,,,,,,,,,,,-0.04,-0.03,-0.07,-0.15,0,0.05,0.01,-0.06,-0.3,-0.01,0.07,0.11,-0.05,2019Q4,,,,,,,,,,,,
8085,福華,,,,20.75,-0.3,-1.43,,,,,,,,,,,,,,,,0.01,-0.05,0.09,0.39,0.38,-0.21,-0.14,-0.4,-0.19,0.16,0.38,-0.08,-0.23,2019Q4,,,,,,,,,,,,
8092,建暐,,,,15.1,-0.05,-0.33,,,,,,,,,,,,,,,,0.01,0.05,0.01,-0.01,0.06,-0.01,0.03,-0.02,0.04,-0.01,0.01,-0.01,-0.02,2019Q4,,,,,,,,,,,,
8093,保銳,,,,14.9,-0.85,-5.4,,,,,,,,,,,,,,,,0.02,-0.04,0.08,0.12,0,0.03,0.04,0.01,0.06,0,0.07,-0.05,-0.06,2019Q4,,,,,,,,,,,,
8171,天宇,,,,38.6,+0.45,+1.18,,,,,,,,,,,,,,,,0.01,-0.29,0.07,0.03,0.02,-0.02,0.23,0.03,0.06,0.05,0.08,0.06,-0.15,2019Q4,,,,,,,,,,,,
8277,商丞,,,,9.3,-0.03,-0.32,,,,,,,,,,,,,,,,-0.01,-0.12,-0.01,-0.02,-0.02,-0.02,0.04,-0.01,0,0,0,0,0.05,2019Q4,,,,,,,,,,,,
8291,尚茂,,,,4.57,-0.43,-8.6,,,,,,,,,,,,,,,,-0.02,-0.04,0,-0.01,-0.01,-0.02,0.01,0,0,0,-0.01,-0.01,-0.2,2019Q4,,,,,,,,,,,,
8421,旭源,,,,12,+0.05,+0.42,,,,,,,,,,,,,,,,-0.09,-0.47,-0.06,0,-0.25,-0.22,0.3,-0.11,0.07,0.02,0.09,-0.15,-0.26,2019Q4,,,,,,,,,,,,
8444,綠河-KY,,,,18.05,-0.05,-0.28,,,,,,,,,,,,,,,,0.11,0.26,0.86,0.17,0.28,0.56,0.28,-0.85,0.37,-0.24,-0.65,-0.12,0.37,2019Q4,,,,,,,,,,,,
8450,霹靂,,,,17.6,+0.1,+0.57,,,,,,,,,,,,,,,,0.02,-0.16,-0.09,-0.11,-0.09,-0.2,0.38,0.26,0.11,0.04,0.11,0.07,-0.08,2019Q4,,,,,,,,,,,,
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
8455,大拓-KY,,,,21.9,-0.7,-3.1,,,,,,,,,,,,,,,,-0.01,-0.01,0.01,-0.01,-0.01,0.29,0,-0.02,-0.02,-0.03,-0.01,-0.02,-0.23,2019Q4,,,,,,,,,,,,
8472,夠麻吉,,,,24.5,-0.85,-3.35,,,,,,,,,,,,,,,,0.02,-0.01,0.04,0.03,0.03,0.04,0.02,0.02,0.04,0.02,0.02,0.02,0.01,2019Q4,,,,,,,,,,,,
8477,創業家,,,,12.3,-0.4,-3.15,,,,,,,,,,,,,,,,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.08,0.03,0.04,0.04,0.05,2019Q4,,,,,,,,,,,,
8489,三貝德,,,,30.9,+0.4,+1.31,,,,,,,,,,,,,,,,0.04,0.02,0.02,0.01,0,-0.03,0.07,0.03,0.03,0.04,-0.02,0.17,0.21,2019Q4,,,,,,,,,,,,
8906,花王,,,,24.65,+0.15,+0.61,,,,,,,,,,,,,,,,0.01,0,0,0.02,-0.04,0,0.01,0.01,-0.01,0.01,0.06,0.04,0,2019Q4,,,,,,,,,,,,
8921,沈氏,,,,21.1,-1.4,-6.22,,,,,,,,,,,,,,,,0.04,0.01,0.03,0.05,0.01,0.02,0.05,0.09,0.02,0.02,0.02,0.13,0.01,2019Q4,,,,,,,,,,,,
8933,愛地雅,,,,6.98,-0.12,-1.69,,,,,,,,,,,,,,,,-0.47,-0.5,0.37,0.11,-0.15,-0.54,0.44,0.23,-5.61,-0.08,0,-0.29,0.33,2019Q4,,,,,,,,,,,,
8935,邦泰,,,,14.3,0,0,,,,,,,,,,,,,,,,0.38,-0.02,0.01,0.01,0,0,-0.02,4.9,-0.22,-0.06,-0.01,0.01,-0.01,2019Q4,,,,,,,,,,,,
9949,琉園,,,,19.55,+1.1,+5.96,,,,,,,,,,,,,,,,0.01,-0.03,0.03,0.02,0,0.02,0.02,0.01,0.02,0.02,0.02,0,0,2019Q4,,,,,,,,,,,,
1569,濱川,,,,55.8,-2.8,-4.78,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,2016Q4,-0.13,-0.09,-0.09,-0.03,0,-0.12,-0.29,-0.24,-0.12,-0.06,-0.08,-0.11
1591,駿吉-KY,,,,41.3,-0.25,-0.6,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,-0.01,-0.01,0.01,-0.02,0.05,0.01,0,-0.06,-0.07,0.01,0.07,0.04
1595,川寶,,,,33,-0.35,-1.05,,,,,,,,,,,,,,,,-0.03,,,,,,,,,,,,,2016Q4,0.11,-0.08,0.39,-0.43,-0.05,-0.1,0.53,0.01,-0.08,0.01,-0.16,-0.56
1796,金穎生技,,,,47,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,,,,,,-0.01,0,0.01,0,-0.01,0,0.01
1799,易威,,,,58.6,-0.4,-0.68,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,-0.1,0.04,0,0.01,-0.04,0.01,0.05,-0.03,0.02,0.01,-0.03,-0.09
1813,寶利徠,,,,14.4,+0.05,+0.35,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,2016Q4,0.2,0.15,0.18,0.33,0.14,0.15,0.29,0.15,0.07,0.16,0.04,0.18
2035,唐榮,,,,31.7,+1.3,+4.28,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,2016Q4,0.12,-0.34,0.15,-0.4,0.13,-0.13,0.28,1,0.84,0.3,0.12,-0.01
2061,風青,,,,18.2,+0.15,+0.83,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,2016Q4,0.05,0.04,-0.13,-0.03,-0.04,-0.17,-0.08,-0.01,0.02,-0.04,0.09,0.08
2064,晉椿,,,,13.45,0,0,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,2016Q4,0.14,-0.12,0.16,0.32,-0.07,-0.09,0.55,-0.01,0.03,0.15,-0.21,0.29
2067,嘉鋼,,,,8.99,-0.46,-4.87,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,0.01,-0.02,-0.03,-0.07,-0.03,-0.02,0.04,-0.03,0.01,0.21,-0.06,-0.1
2736,富野,,,,16.15,+0.15,+0.94,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,2016Q4,-0.01,-0.01,-0.01,-0.01,-0.02,1.22,0,0.02,0,0,-0.02,-0.01
2740,天蔥,,,,27.8,+0.9,+3.35,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,0.01,-0.04,0,0.01,0,-0.07,-0.01,-0.01,0,0,-0.05,0.01
2924,宏太-KY,,,,29.95,+0.15,+0.5,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.04,0,0.11,0.03,-0.01,-0.01,0.12,0.04,-0.05,-0.04,-0.04,0.1
3067,全域,,,,19.45,+0.1,+0.52,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,2016Q4,0.08,0.06,-0.01,0,0.01,0.02,-0.02,0.07,0,0.06,0.02,0.05
3081,聯亞,,,,248.5,+5.5,+2.26,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,2016Q4,0.03,-0.01,0,0.3,0.01,0.02,0.16,0.04,0.03,-0.05,-0.02,0.13
3085,新零售,,,,17.6,-1.3,-6.88,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.18,0.01,0.04,0.02,0.01,0,0,0.01,0.01,0.01,0.01,-0.02
3115,富榮綱,,,,12.3,-0.65,-5.02,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.02,0,0.02,0,-0.03,0.11,-0.01,-0.02,0.02,0.04,0.07,-0.1
3122,笙泉,,,,22.1,-0.4,-1.78,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.01,0.09,0.05,0.06,0,0,0.1,-0.01,-0.01,0.01,-0.03,0.02
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
3176,基亞,,,,29.85,-0.35,-1.16,,,,,,,,,,,,,,,,-0.32,,,,,,,,,,,,,2016Q4,0.06,0.2,-2.27,0,0.02,0,0,0,0.03,-1.21,-0.7,0.05
3191,雲嘉南,,,,15,0,0,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,2016Q4,0.07,-0.07,0.08,0.02,0.03,-0.04,0.08,-0.26,-0.1,-0.13,-0.08,-0.02
3205,佰研,,,,23.85,+0.25,+1.06,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.02,-0.01,0.02,0.08,-0.02,-0.02,0.26,0,-0.16,0.08,-0.2,0.22
3207,耀勝,,,,84.1,-0.3,-0.36,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,-0.01,0.04,0.01,-0.02,0.05,0.02,0.07,0.01,0.05,0.08,0,0.23
3224,三顧,,,,39.15,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,-0.02,-0.03,0.02,0.04,0.04,-0.01,0.1,-0.01,-0.07,0,-0.06,0.03
3228,金麗科,,,,155,+3,+1.97,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,-0.1,-0.02,0.02,0.03,0,0,0.01,0,-0.02,0,-0.01,0
3234,光環,,,,33.2,-0.4,-1.19,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0.07,-0.04,0.09,0.04,-0.02,0.07,0.12,-0.15,-0.24,0.22,-0.32,0.12
3252,海灣,,,,19.8,+0.15,+0.76,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,2016Q4,-0.13,-0.21,-0.18,0.41,-0.16,-0.17,-0.12,3.65,-0.04,-0.09,-0.05,-0.22
3259,鑫創,,,,20.8,+0.3,+1.46,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.03,0.01,0.01,0.05,0.01,-0.01,0.05,0.01,0.01,0.01,0,0.02
3272,東碩,,,,21.15,-0.35,-1.63,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,2016Q4,0.17,-0.15,0.14,0.36,-0.01,0.08,0.36,0.12,-0.09,0.03,-0.11,0.33
3276,宇環,,,,11.3,-0.1,-0.88,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,2016Q4,0.01,0.11,0.25,0.18,-0.01,-0.03,0.13,0.11,0.06,0.05,0.69,0.6
3288,點晶,,,,19.6,+0.4,+2.08,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,2016Q4,0.01,-0.03,0.02,0.04,-0.03,-0.02,0.01,-0.07,-0.02,-0.04,-0.04,-0.03
3297,杭特,,,,31.7,-0.5,-1.55,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.05,-0.06,0.05,0.13,0.02,-0.04,0.18,-0.03,0,-0.02,-0.05,0.06
3322,建舜電,,,,12.45,-0.15,-1.19,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.06,-0.04,0.14,0.16,-0.04,-0.08,0.24,0.03,-0.08,-0.04,-0.14,-0.04
3323,加百裕,,,,27.85,-0.1,-0.36,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,2016Q4,0.16,0.1,0.02,0.34,0.01,-0.01,0.45,-0.02,0.02,-0.01,-0.07,0.03
3325,旭品,,,,14.75,+0.25,+1.72,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,2016Q4,0.09,0.01,-0.01,0.08,-0.01,0,0.2,0.07,-0.05,0.07,-0.06,0.19
3349,寶德,,,,18.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
3354,律勝,,,,16.25,-0.3,-1.81,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,2016Q4,0.08,-0.06,0.1,0.2,-0.03,-0.06,0.29,0.01,-0.08,0.06,-0.09,0.3
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
3360,尚立,,,,12.65,0,0,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,2016Q4,-0.09,0,-0.09,-0.47,-0.1,-0.03,-0.09,-0.05,-0.07,-0.08,-0.08,-0.19
3363,上詮,,,,169,-1,-0.59,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,2016Q4,0.09,-0.02,0.07,0.07,0.04,0,0.34,0,1.79,-0.05,0.03,0.03
3372,典範,,,,12.1,+0.1,+0.83,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,2016Q4,0.06,0.05,0.03,0.4,-0.08,-0.11,0.82,0.04,-0.21,0.07,-0.28,0.25
3373,熱映,,,,19.9,-0.2,-1,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.04,-0.02,0.04,0.12,-0.03,-0.02,0.22,-0.01,-0.07,0.02,-0.07,0.06
3466,德晉,,,,40.65,+2.25,+5.86,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,2016Q4,0.33,0.03,0.21,0.35,-0.03,-0.06,0.44,0.12,-0.06,0.12,-0.04,0.52
3489,森寶,,,,23.25,+0.75,+3.33,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,-0.04,-0.04,-0.05,0.08,-0.04,-0.04,-0.04,0.58,-0.03,-0.03,-0.02,-0.05
3498,陽程,,,,35.15,+0.45,+1.3,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,2016Q4,0.15,-0.21,0.24,0.1,-0.23,-0.43,0.78,-1.08,-0.13,0.01,-0.19,0.07
3508,位速,,,,21.05,+0.05,+0.24,,,,,,,,,,,,,,,,-0.14,,,,,,,,,,,,,2016Q4,0.24,-0.24,0.09,-0.25,0.06,-0.29,-0.03,-0.24,-0.06,-0.05,-0.5,-0.38
3511,矽瑪,,,,21.2,-0.25,-1.17,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,0.12,-0.02,0.03,0.06,0,0.02,0.2,0.24,0.01,-0.03,-0.25,0.08
3521,鴻翊,,,,11.95,-0.05,-0.42,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0,-0.05,0,0,-0.01,-0.01,0.02,0,-0.02,-0.01,0,0.04
3522,御嵿,,,,16.1,-0.6,-3.59,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.09,-0.04,0.03,-0.03,0.03,-0.02,0.22,-0.11,-0.01,0.1,0,-0.15
3523,迎輝,,,,20.1,+0.15,+0.75,,,,,,,,,,,,,,,,-0.26,,,,,,,,,,,,,2016Q4,0.05,-0.14,-0.05,-1.68,-0.18,-0.11,0.2,-0.21,-0.16,-0.02,-0.14,-0.73
